# file...... market_20.csv
# date...... Fri Aug 12 17:09:27 2016
# user...... sanjaya
# host...... (null)
# target.... auction 0
# trigger... (none)
# interval.. 60
# limit..... -2147483648
# timestamp,current_market.clearing_price,current_market.clearing_quantity,current_market.seller_total_quantity,current_market.buyer_total_quantity,current_market.clearing_type
2000-08-08 11:50:00 PDT,+9999,+0,+0,+2670.85,NULL
2000-08-08 11:51:00 PDT,+164.22,+2400,+2400,+2674.32,MARGINAL_BUYER
2000-08-08 11:52:00 PDT,+9999,+0,+0,+2677.81,NULL
2000-08-08 11:53:00 PDT,+9999,+0,+0,+2675.78,NULL
2000-08-08 11:54:00 PDT,+9999,+0,+0,+2669.45,NULL
2000-08-08 11:55:00 PDT,+9999,+0,+0,+2675.22,NULL
2000-08-08 11:56:00 PDT,+191.398,+2400,+2400,+2678.28,MARGINAL_BUYER
2000-08-08 11:57:00 PDT,+9999,+0,+0,+2698.29,NULL
2000-08-08 11:58:00 PDT,+9999,+0,+0,+2699.12,NULL
2000-08-08 11:59:00 PDT,+9999,+0,+0,+2683.33,NULL
2000-08-08 12:00:00 PDT,+9999,+0,+0,+2684.63,NULL
2000-08-08 12:01:00 PDT,+219.989,+2400,+2400,+2685.91,MARGINAL_BUYER
2000-08-08 12:02:00 PDT,+9999,+0,+0,+2700.39,NULL
2000-08-08 12:03:00 PDT,+9999,+0,+0,+2700.39,NULL
2000-08-08 12:04:00 PDT,+9999,+0,+0,+2691,NULL
2000-08-08 12:05:00 PDT,+9999,+0,+0,+2690.93,NULL
2000-08-08 12:06:00 PDT,+247.648,+2400,+2400,+2690.93,MARGINAL_BUYER
2000-08-08 12:07:00 PDT,+9999,+0,+0,+2707.4,NULL
2000-08-08 12:08:00 PDT,+9999,+0,+0,+2707.54,NULL
2000-08-08 12:09:00 PDT,+9999,+0,+0,+2687.08,NULL
2000-08-08 12:10:00 PDT,+9999,+0,+0,+2687.61,NULL
2000-08-08 12:11:00 PDT,+275.121,+2400,+2400,+2687.66,MARGINAL_BUYER
2000-08-08 12:12:00 PDT,+9999,+0,+0,+2697.67,NULL
2000-08-08 12:13:00 PDT,+9999,+0,+0,+2698.65,NULL
2000-08-08 12:14:00 PDT,+9999,+0,+0,+2686.55,NULL
2000-08-08 12:15:00 PDT,+9999,+0,+0,+2687.21,NULL
2000-08-08 12:16:00 PDT,+303.412,+2400,+2400,+2687.65,MARGINAL_BUYER
2000-08-08 12:17:00 PDT,+9999,+0,+0,+2705.02,NULL
2000-08-08 12:18:00 PDT,+9999,+0,+0,+2705.06,NULL
2000-08-08 12:19:00 PDT,+9999,+0,+0,+2685.97,NULL
2000-08-08 12:20:00 PDT,+9999,+0,+0,+2686.07,NULL
2000-08-08 12:21:00 PDT,+331.168,+2400,+2400,+2686.7,MARGINAL_BUYER
2000-08-08 12:22:00 PDT,+9999,+0,+0,+2698.52,NULL
2000-08-08 12:23:00 PDT,+9999,+0,+0,+2698.53,NULL
2000-08-08 12:24:00 PDT,+9999,+0,+0,+2685.15,NULL
2000-08-08 12:25:00 PDT,+9999,+0,+0,+2685.17,NULL
2000-08-08 12:26:00 PDT,+359.293,+2400,+2400,+2685.86,MARGINAL_BUYER
2000-08-08 12:27:00 PDT,+9999,+0,+0,+2703.67,NULL
2000-08-08 12:28:00 PDT,+9999,+0,+0,+2703.77,NULL
2000-08-08 12:29:00 PDT,+9999,+0,+0,+2684.92,NULL
2000-08-08 12:30:00 PDT,+9999,+0,+0,+2685.24,NULL
2000-08-08 12:31:00 PDT,+387.041,+2400,+2400,+2686.3,MARGINAL_BUYER
2000-08-08 12:32:00 PDT,+9999,+0,+0,+2703.32,NULL
2000-08-08 12:33:00 PDT,+9999,+0,+0,+2703.69,NULL
2000-08-08 12:34:00 PDT,+9999,+0,+0,+2680.74,NULL
2000-08-08 12:35:00 PDT,+9999,+0,+0,+2681.05,NULL
2000-08-08 12:36:00 PDT,+415.342,+2400,+2400,+2683.21,MARGINAL_BUYER
2000-08-08 12:37:00 PDT,+9999,+0,+0,+2701.89,NULL
2000-08-08 12:38:00 PDT,+9999,+0,+0,+2701.89,NULL
2000-08-08 12:39:00 PDT,+9999,+0,+0,+2682.73,NULL
2000-08-08 12:40:00 PDT,+9999,+0,+0,+2682.8,NULL
2000-08-08 12:41:00 PDT,+443.343,+2400,+2400,+2685.36,MARGINAL_BUYER
2000-08-08 12:42:00 PDT,+9999,+0,+0,+2705.37,NULL
2000-08-08 12:43:00 PDT,+9999,+0,+0,+2705.39,NULL
2000-08-08 12:44:00 PDT,+9999,+0,+0,+2681.98,NULL
2000-08-08 12:45:00 PDT,+9999,+0,+0,+2682.05,NULL
2000-08-08 12:46:00 PDT,+471.4,+2400,+2400,+2684.44,MARGINAL_BUYER
2000-08-08 12:47:00 PDT,+9999,+0,+0,+2703.87,NULL
2000-08-08 12:48:00 PDT,+9999,+0,+0,+2703.92,NULL
2000-08-08 12:49:00 PDT,+9999,+0,+0,+2681.28,NULL
2000-08-08 12:50:00 PDT,+9999,+0,+0,+2681.43,NULL
2000-08-08 12:51:00 PDT,+499.398,+2400,+2400,+2685.44,MARGINAL_BUYER
2000-08-08 12:52:00 PDT,+9999,+0,+0,+2708.67,NULL
2000-08-08 12:53:00 PDT,+9999,+0,+0,+2708.91,NULL
2000-08-08 12:54:00 PDT,+9999,+0,+0,+2679.54,NULL
2000-08-08 12:55:00 PDT,+9999,+0,+0,+2680,NULL
2000-08-08 12:56:00 PDT,+527.869,+2400,+2400,+2682.98,MARGINAL_BUYER
2000-08-08 12:57:00 PDT,+9999,+0,+0,+2698.32,NULL
2000-08-08 12:58:00 PDT,+9999,+0,+0,+2698.36,NULL
2000-08-08 12:59:00 PDT,+9999,+0,+0,+2685.16,NULL
2000-08-08 13:00:00 PDT,+9999,+0,+0,+2685.31,NULL
2000-08-08 13:01:00 PDT,+555.822,+2400,+2400,+2687.43,MARGINAL_BUYER
2000-08-08 13:02:00 PDT,+9999,+0,+0,+2711.81,NULL
2000-08-08 13:03:00 PDT,+9999,+0,+0,+2711.88,NULL
2000-08-08 13:04:00 PDT,+9999,+0,+0,+2681.25,NULL
2000-08-08 13:05:00 PDT,+9999,+0,+0,+2681.27,NULL
2000-08-08 13:06:00 PDT,+583.884,+2400,+2400,+2683.57,MARGINAL_BUYER
2000-08-08 13:07:00 PDT,+9999,+0,+0,+2702.27,NULL
2000-08-08 13:08:00 PDT,+9999,+0,+0,+2702.37,NULL
2000-08-08 13:09:00 PDT,+9999,+0,+0,+2682.67,NULL
2000-08-08 13:10:00 PDT,+9999,+0,+0,+2682.84,NULL
2000-08-08 13:11:00 PDT,+612.205,+2400,+2400,+2686.54,MARGINAL_BUYER
2000-08-08 13:12:00 PDT,+9999,+0,+0,+2710.47,NULL
2000-08-08 13:13:00 PDT,+9999,+0,+0,+2710.62,NULL
2000-08-08 13:14:00 PDT,+9999,+0,+0,+2683.26,NULL
2000-08-08 13:15:00 PDT,+9999,+0,+0,+2683.42,NULL
2000-08-08 13:16:00 PDT,+640.848,+2400,+2400,+2685.16,MARGINAL_BUYER
2000-08-08 13:17:00 PDT,+9999,+0,+0,+2693.57,NULL
2000-08-08 13:18:00 PDT,+9999,+0,+0,+2693.58,NULL
2000-08-08 13:19:00 PDT,+9999,+0,+0,+2686.96,NULL
2000-08-08 13:20:00 PDT,+9999,+0,+0,+2687.05,NULL
2000-08-08 13:21:00 PDT,+668.671,+2400,+2400,+2687.53,MARGINAL_BUYER
2000-08-08 13:22:00 PDT,+9999,+0,+0,+2713.43,NULL
2000-08-08 13:23:00 PDT,+9999,+0,+0,+2713.43,NULL
